date,district,pm25,pm10,no2,o3,temperature,humidity,wind_speed,aqi
2023-09-28,Almaty,9.96,17.13,23.68,71.47,-3.09,57.71,7.08,11.9
2023-09-29,Almaty,5.0,9.69,36.5,21.56,-1.54,38.76,3.41,5.9
2023-09-30,Almaty,13.16,21.83,60.42,34.49,-5.5,72.14,7.84,14.9
2023-10-01,Almaty,6.55,11.99,16.36,45.01,-4.23,54.17,10.84,16.9
2023-10-02,Almaty,5.0,8.64,26.59,78.75,0.55,30.19,4.57,1.9
2023-10-03,Almaty,5.0,8.42,48.81,24.73,-3.44,50.76,8.14,0.0
2023-10-04,Almaty,10.32,16.38,15.52,26.04,-6.85,61.28,10.21,16.4
2023-10-05,Almaty,9.74,14.63,46.62,19.3,-4.01,56.42,8.24,9.4
2023-10-06,Almaty,5.0,9.02,45.58,23.92,-4.86,56.52,10.84,2.8
2023-10-07,Almaty,17.09,32.08,42.27,29.72,-4.6,78.71,5.87,39.0
2023-10-08,Almaty,13.07,19.94,60.41,18.39,-6.75,52.96,2.87,14.2
2023-10-09,Almaty,9.9,16.86,35.41,36.95,-7.14,42.26,11.59,19.2
2023-10-10,Almaty,8.55,13.25,17.71,44.15,-5.94,36.13,2.13,21.5
2023-10-11,Almaty,17.41,33.08,60.99,37.96,-5.83,30.22,3.12,30.4
2023-10-12,Almaty,21.41,36.8,44.66,20.86,-6.37,61.35,3.03,34.2
2023-10-13,Almaty,10.19,17.88,23.13,22.17,-3.94,43.06,6.07,22.1
2023-10-14,Almaty,8.43,15.82,56.32,53.43,-2.02,33.11,3.84,11.8
2023-10-15,Almaty,8.22,12.97,56.75,36.79,-7.34,39.7,8.16,7.5
2023-10-16,Almaty,17.76,35.14,59.09,64.28,-3.37,73.49,11.09,47.6
2023-10-17,Almaty,15.18,24.12,51.12,70.87,-7.09,67.82,7.35,21.2
2023-10-18,Almaty,22.21,42.02,44.4,27.28,-13.42,48.92,3.2,20.8
2023-10-19,Almaty,14.28,26.87,43.46,71.33,-10.59,52.42,10.49,38.0
2023-10-20,Almaty,5.0,9.31,28.27,15.69,-8.08,34.63,7.09,3.5
2023-10-21,Almaty,17.27,28.07,32.53,55.46,1.25,39.2,4.1,28.9
2023-10-22,Almaty,13.71,22.82,18.44,51.49,-7.64,32.0,11.1,13.3
2023-10-23,Almaty,12.88,25.26,35.75,33.06,-9.98,37.26,2.61,17.2
2023-10-24,Almaty,8.69,16.4,47.36,51.81,-12.8,42.34,2.77,4.5
2023-10-25,Almaty,22.17,39.71,31.56,16.23,-6.99,46.98,1.47,25.1
2023-10-26,Almaty,17.41,32.66,48.11,53.2,-4.76,63.31,3.24,30.3
2023-10-27,Almaty,24.69,47.15,49.64,16.49,-6.42,59.78,5.58,49.4
2023-10-28,Almaty,8.2,15.51,53.87,31.58,-11.44,74.22,11.47,9.2
2023-10-29,Almaty,9.14,14.88,48.82,31.3,0.29,59.87,8.15,31.3
2023-10-30,Almaty,6.75,10.93,50.98,20.17,-7.28,64.84,9.62,15.6
2023-10-31,Almaty,13.82,27.48,37.33,39.09,-8.34,76.51,7.18,16.3
2023-11-01,Almaty,16.77,30.86,25.09,36.0,-7.4,46.28,8.57,25.5
2023-11-02,Almaty,17.73,28.6,56.22,26.75,-11.53,66.47,4.9,31.0
2023-11-03,Almaty,22.78,34.53,64.83,17.69,-13.23,39.44,9.0,56.7
2023-11-04,Almaty,13.56,26.66,46.37,69.19,-10.28,54.47,9.64,13.8
2023-11-05,Almaty,25.31,46.28,38.94,54.94,-7.8,60.05,4.93,52.6
2023-11-06,Almaty,12.33,19.3,54.29,59.71,-13.89,40.21,11.38,25.4
2023-11-07,Almaty,6.39,11.31,34.2,10.62,-16.91,43.53,10.09,12.9
2023-11-08,Almaty,16.4,26.06,47.22,25.62,-5.22,38.73,11.25,43.8
2023-11-09,Almaty,22.77,34.78,57.32,59.14,-8.15,35.53,2.17,42.9
2023-11-10,Almaty,12.23,24.11,24.05,52.9,-11.26,34.83,7.96,16.4
2023-11-11,Almaty,11.92,17.87,31.09,32.85,-13.48,52.55,7.3,13.8
2023-11-12,Almaty,19.26,36.07,31.41,49.33,-13.23,74.03,2.57,45.8
2023-11-13,Almaty,27.04,44.7,19.29,23.01,-13.75,73.02,3.76,40.8
2023-11-14,Almaty,14.63,24.88,53.69,46.55,-12.02,35.64,7.89,15.8
2023-11-15,Almaty,23.74,47.26,25.92,19.62,-14.4,53.4,4.6,36.2
2023-11-16,Almaty,15.39,28.27,28.7,67.97,-7.73,52.18,3.75,29.6
2023-11-17,Almaty,13.92,23.29,56.16,57.77,-9.15,47.16,10.26,23.8
2023-11-18,Almaty,14.82,26.3,44.37,48.36,-9.35,48.47,1.01,19.4
2023-11-19,Almaty,20.04,34.61,30.4,14.77,-10.17,78.58,7.84,41.5
2023-11-20,Almaty,19.28,32.13,49.3,16.76,-16.67,63.1,10.67,35.2
2023-11-21,Almaty,14.29,23.19,47.4,23.34,-6.34,35.06,2.92,20.2
2023-11-22,Almaty,20.69,39.95,32.51,16.78,-13.55,37.4,1.21,41.9
2023-11-23,Almaty,23.3,39.43,33.21,50.58,-15.56,72.53,9.27,50.5
2023-11-24,Almaty,10.19,18.41,34.39,57.11,-16.64,58.43,4.24,12.6
2023-11-25,Almaty,12.86,21.95,42.58,38.86,-14.14,58.49,7.97,18.7
2023-11-26,Almaty,18.72,33.28,18.49,46.64,-10.99,74.86,11.01,23.5
2023-11-27,Almaty,20.93,38.21,47.63,23.45,-11.96,32.36,8.82,40.8
2023-11-28,Almaty,16.3,27.0,46.97,47.83,-11.57,60.28,1.76,23.3
2023-11-29,Almaty,14.51,23.96,35.42,20.04,-15.69,66.74,9.46,14.0
2023-11-30,Almaty,18.55,34.43,17.97,39.64,-20.82,35.66,8.36,23.7
2023-12-01,Almaty,12.21,18.81,35.39,22.05,-12.95,69.2,5.13,15.9
2023-12-02,Almaty,23.51,37.65,62.65,58.25,-10.03,59.54,4.96,40.1
2023-12-03,Almaty,21.0,32.86,26.8,48.26,-18.61,50.93,1.17,28.9
2023-12-04,Almaty,13.28,25.7,32.07,43.32,-13.95,62.86,10.16,17.8
2023-12-05,Almaty,18.94,31.92,59.06,31.89,-13.41,38.25,7.36,31.8
2023-12-06,Almaty,25.28,40.38,56.05,59.67,-17.6,51.03,1.17,41.0
2023-12-07,Almaty,26.08,40.74,62.86,59.45,-13.16,56.72,10.41,38.1
2023-12-08,Almaty,21.8,38.55,37.27,63.29,-13.17,34.86,1.7,22.7
2023-12-09,Almaty,20.65,41.13,50.5,15.68,-12.88,60.8,9.49,36.2
2023-12-10,Almaty,19.68,37.02,19.12,13.52,-13.32,79.84,2.08,29.2
2023-12-11,Almaty,24.17,47.21,32.19,22.79,-17.81,74.08,8.16,35.0
2023-12-12,Almaty,30.76,55.57,52.63,60.18,-17.02,74.78,2.71,50.3
2023-12-13,Almaty,20.08,36.95,19.41,17.63,-18.68,62.02,9.67,21.8
2023-12-14,Almaty,22.62,42.52,54.43,15.34,-10.57,78.37,1.4,59.3
2023-12-15,Almaty,19.7,30.34,61.46,53.55,-14.38,54.66,3.64,37.7
2023-12-16,Almaty,11.58,19.41,50.79,55.61,-20.3,50.66,4.94,8.0
2023-12-17,Almaty,24.21,44.88,44.71,47.58,-22.03,56.35,3.46,38.7
2023-12-18,Almaty,13.56,22.0,50.95,65.17,-9.74,79.72,6.11,23.8
2023-12-19,Almaty,16.52,25.88,20.67,53.37,-19.29,53.15,10.02,19.3
2023-12-20,Almaty,18.9,32.26,45.93,54.59,-14.49,75.36,8.26,30.6
2023-12-21,Almaty,17.27,26.44,52.93,39.59,-15.56,66.35,8.76,21.2
2023-12-22,Almaty,22.27,36.75,26.78,28.33,-16.51,65.83,6.76,30.5
2023-12-23,Almaty,27.76,46.72,26.25,46.85,-17.6,72.28,8.93,58.7
2023-12-24,Almaty,23.73,39.55,49.79,40.21,-16.02,69.59,8.38,32.1
2023-12-25,Almaty,24.58,41.5,34.02,21.09,-20.48,55.63,6.21,43.3
2023-12-26,Almaty,23.41,36.28,56.29,68.2,-13.62,74.46,11.35,26.2
2023-12-27,Almaty,29.25,52.38,44.46,39.61,-15.61,42.56,1.48,49.1
2023-12-28,Almaty,12.25,22.5,30.28,64.47,-5.31,31.53,8.11,4.2
2023-12-29,Almaty,19.23,29.99,23.52,18.74,-14.71,39.76,8.01,14.3
2023-12-30,Almaty,23.46,38.84,28.21,56.74,-11.36,38.82,8.84,25.6
2023-12-31,Almaty,25.01,48.06,21.75,63.37,-19.22,32.1,3.87,30.2
2023-01-01,Saryarka,18.43,35.38,41.99,11.38,-17.21,31.38,9.55,40.3
2023-01-02,Saryarka,43.65,84.72,54.87,40.85,-15.65,36.92,9.78,83.8
2023-01-03,Saryarka,40.83,66.81,35.46,40.15,-14.71,78.06,2.15,69.2
2023-01-04,Saryarka,35.65,53.65,58.04,23.35,-15.32,73.44,4.22,55.3
2023-01-05,Saryarka,35.53,54.11,70.28,19.46,-16.6,70.97,9.99,64.5
2023-01-06,Saryarka,40.65,74.29,63.99,49.67,-7.53,57.63,3.64,88.3
2023-01-07,Saryarka,38.98,59.59,55.07,26.71,-15.2,70.81,1.41,73.4
2023-01-08,Saryarka,35.38,60.67,52.67,39.45,-12.47,52.79,6.04,67.0
2023-01-09,Saryarka,38.88,67.99,37.18,46.26,-15.25,45.44,1.16,89.7
2023-01-10,Saryarka,37.62,63.69,23.63,37.01,-15.18,44.32,7.83,51.0
2023-01-11,Saryarka,28.72,45.38,51.91,38.74,-11.13,41.05,9.31,55.2
2023-01-12,Saryarka,43.58,66.3,41.97,63.54,-9.5,46.83,8.34,92.5
2023-01-13,Saryarka,33.35,59.57,38.82,42.29,-11.77,64.39,11.6,71.2
2023-01-14,Saryarka,39.94,61.13,46.92,46.33,-10.01,70.94,6.01,86.5
2023-01-15,Saryarka,48.09,72.38,55.73,11.55,-12.11,72.86,9.36,100.2
2023-01-16,Saryarka,41.73,83.02,67.18,12.19,-14.89,71.16,9.18,75.2
2023-01-17,Saryarka,49.07,96.26,33.41,26.85,-10.91,73.55,2.67,108.0
2023-01-18,Saryarka,34.11,56.02,31.24,35.16,-7.14,79.7,10.64,69.6
2023-01-19,Saryarka,31.76,53.81,39.17,12.98,-12.86,68.96,11.96,54.5
2023-01-20,Saryarka,43.83,70.68,24.53,7.17,-12.72,51.59,7.0,80.6
2023-01-21,Saryarka,35.79,60.9,28.46,31.35,-11.16,70.41,10.75,79.9
2023-01-22,Saryarka,33.93,53.21,66.11,14.0,-4.48,54.34,3.49,69.0
2023-01-23,Saryarka,36.96,62.05,24.52,58.54,-10.88,70.54,6.76,75.0
2023-01-24,Saryarka,32.04,60.88,44.19,22.29,-11.59,58.64,1.92,43.4
2023-01-25,Saryarka,55.28,99.7,75.21,26.59,-9.64,33.32,2.28,103.5
2023-01-26,Saryarka,34.53,55.2,62.59,57.83,-10.74,61.92,2.54,60.6
2023-01-27,Saryarka,48.65,87.57,28.84,25.19,-16.07,78.99,2.42,90.3
2023-01-28,Saryarka,34.59,54.16,63.53,9.54,-7.13,50.58,9.39,63.8
2023-01-29,Saryarka,34.11,56.59,32.48,6.89,-13.23,64.34,4.76,66.7
2023-01-30,Saryarka,33.77,55.1,36.59,18.66,-18.81,44.37,8.05,63.2
2023-01-31,Saryarka,29.86,47.13,23.75,47.2,-10.48,39.16,5.9,43.3
2023-02-01,Saryarka,40.85,76.24,62.49,49.91,-10.36,68.67,4.59,66.1
2023-02-02,Saryarka,42.55,64.74,22.96,61.67,-11.42,51.13,2.07,72.4
2023-02-03,Saryarka,35.54,64.9,50.79,36.71,-7.6,47.06,7.28,58.1
2023-02-04,Saryarka,37.55,64.37,42.54,67.6,-8.65,79.05,5.67,74.7
2023-02-05,Saryarka,35.51,62.63,61.22,49.81,-5.45,48.58,5.74,63.8
2023-02-06,Saryarka,31.16,56.25,61.34,18.01,-7.84,65.97,3.89,66.2
2023-02-07,Saryarka,33.31,52.44,42.99,66.96,-11.53,32.21,5.57,60.0
2023-02-08,Saryarka,34.3,56.42,21.86,60.01,-7.8,37.36,8.45,67.0
2023-02-09,Saryarka,41.49,76.66,32.22,33.87,-8.03,42.38,2.71,72.0
2023-02-10,Saryarka,38.64,60.15,45.87,24.3,-13.33,58.25,2.61,86.9
2023-02-11,Saryarka,38.09,61.43,39.03,10.15,-13.47,75.4,6.39,75.4
2023-02-12,Saryarka,36.87,58.58,22.92,56.73,-6.79,71.91,7.23,75.7
2023-02-13,Saryarka,38.5,65.05,63.21,21.75,-5.66,76.88,11.6,71.9
2023-02-14,Saryarka,32.36,50.33,43.82,26.61,-3.27,75.63,11.12,63.1
2023-02-15,Saryarka,36.96,70.94,24.82,56.21,-8.93,32.72,8.75,66.6
2023-02-16,Saryarka,42.06,63.63,24.39,50.53,-9.38,53.07,3.43,87.1
2023-02-17,Saryarka,37.08,60.6,40.6,14.59,-6.38,67.5,1.65,61.0
2023-02-18,Saryarka,22.62,44.0,52.77,68.48,-5.42,55.23,11.65,46.0
2023-02-19,Saryarka,31.64,57.65,33.43,70.82,-1.52,36.58,9.76,75.5
2023-02-20,Saryarka,36.66,70.55,38.47,50.68,-9.11,66.13,1.98,66.9
2023-02-21,Saryarka,34.05,59.68,46.79,50.55,-10.06,77.6,2.68,67.8
2023-02-22,Saryarka,46.3,72.0,53.77,19.44,-4.71,41.55,5.16,83.9
2023-02-23,Saryarka,38.19,75.57,46.92,39.85,-1.36,50.15,3.75,70.4
2023-02-24,Saryarka,33.99,63.13,63.85,64.46,-6.15,51.37,4.71,67.0
2023-02-25,Saryarka,38.41,71.58,46.27,53.21,-0.88,44.2,8.02,78.2
2023-02-26,Saryarka,37.92,66.36,37.78,65.41,-7.15,68.16,5.77,75.0
2023-02-27,Saryarka,32.93,51.52,63.34,34.42,-1.07,47.41,8.03,62.1
2023-02-28,Saryarka,32.83,50.09,68.51,54.55,-2.23,57.67,8.72,68.8
2023-03-01,Saryarka,29.05,50.3,54.0,65.12,-2.78,44.8,10.63,56.3
2023-03-02,Saryarka,30.74,48.09,68.03,23.57,-4.76,38.67,10.65,59.7
2023-03-03,Saryarka,45.24,85.03,63.23,18.01,-4.54,45.94,2.47,80.8
2023-03-04,Saryarka,35.5,62.56,30.38,52.64,-7.44,38.05,3.28,78.6
2023-03-05,Saryarka,36.72,69.01,42.72,66.14,-6.64,62.45,3.33,67.2
2023-03-06,Saryarka,35.5,65.51,37.71,42.98,-3.17,52.49,3.23,75.8
2023-03-07,Saryarka,30.56,51.88,42.5,19.8,-4.55,34.01,1.25,58.9
2023-03-08,Saryarka,46.75,79.21,49.37,28.4,-2.21,35.45,11.08,109.6
2023-03-09,Saryarka,44.0,83.88,34.48,20.31,-0.15,54.74,11.02,82.0
2023-03-10,Saryarka,27.54,45.23,42.8,31.34,0.88,64.19,9.37,54.1
2023-03-11,Saryarka,32.45,60.25,30.98,54.84,-6.01,53.6,8.96,57.6
2023-03-12,Saryarka,41.52,80.26,42.53,46.61,-3.03,57.8,10.41,73.2
2023-03-13,Saryarka,36.82,63.04,33.39,33.32,-0.36,35.75,1.5,76.5
2023-03-14,Saryarka,24.55,47.73,30.09,52.93,-3.4,73.42,9.08,51.1
2023-03-15,Saryarka,36.72,58.03,63.41,16.46,6.15,43.05,8.31,80.0
2023-03-16,Saryarka,33.83,56.27,49.11,62.56,-6.64,48.7,7.45,63.8
2023-03-17,Saryarka,29.82,53.32,58.27,21.16,-3.56,77.14,1.51,64.9
2023-03-18,Saryarka,42.63,77.82,33.32,29.34,-0.75,37.48,6.16,95.4
2023-03-19,Saryarka,38.88,77.74,36.8,14.65,1.69,32.22,3.42,83.3
2023-03-20,Saryarka,24.07,36.72,39.66,24.57,-1.83,43.7,11.92,66.1
2023-03-21,Saryarka,31.03,50.37,65.46,44.2,-1.35,55.28,9.17,63.6
2023-03-22,Saryarka,25.31,41.51,60.77,28.9,-0.91,31.78,7.15,40.4
2023-03-23,Saryarka,24.99,39.3,61.27,28.24,-1.09,38.0,5.19,49.6
2023-03-24,Saryarka,32.34,59.68,48.47,45.77,4.28,35.91,11.39,60.3
2023-03-25,Saryarka,29.6,53.37,40.53,51.81,0.49,64.97,6.86,69.8
2023-03-26,Saryarka,20.34,36.63,53.57,27.37,1.51,78.45,11.56,59.1
2023-03-27,Saryarka,14.77,25.94,27.14,59.26,1.26,30.17,11.63,39.7
2023-03-28,Saryarka,37.58,61.39,25.94,35.33,-1.6,79.98,4.84,76.0
2023-03-29,Saryarka,36.75,57.06,64.32,29.25,6.67,43.58,2.76,87.4
2023-03-30,Saryarka,31.71,49.34,68.78,22.59,2.82,65.76,3.82,65.2
2023-03-31,Saryarka,29.72,48.63,19.06,43.21,6.96,42.24,3.94,69.0
2023-04-01,Saryarka,35.86,66.35,54.62,18.26,3.62,62.09,7.41,78.8
2023-04-02,Saryarka,43.98,81.42,62.89,34.05,-0.63,69.62,3.89,93.2
2023-04-03,Saryarka,30.19,46.79,22.66,15.66,0.32,40.3,4.73,61.9
2023-04-04,Saryarka,30.0,52.87,45.04,37.41,1.59,63.03,11.88,58.1
2023-04-05,Saryarka,24.15,46.89,24.03,66.91,1.52,69.4,5.67,51.6
2023-04-06,Saryarka,35.42,68.09,39.0,35.5,6.68,70.31,6.25,81.0
2023-04-07,Saryarka,27.62,53.75,20.09,45.54,7.25,64.15,2.51,67.1
2023-04-08,Saryarka,21.18,35.5,63.46,71.0,4.16,59.69,10.07,56.3
2023-04-09,Saryarka,32.0,61.09,42.41,33.9,7.08,52.55,1.65,83.0
2023-04-10,Saryarka,33.81,61.24,69.1,19.59,-1.97,66.09,7.12,60.0
2023-04-11,Saryarka,20.22,31.92,23.8,68.28,1.88,38.34,6.85,40.5
2023-04-12,Saryarka,11.98,23.0,44.85,47.29,5.43,61.34,10.23,27.4
2023-04-13,Saryarka,33.02,55.96,21.63,32.61,5.41,50.92,2.42,73.6
2023-04-14,Saryarka,33.74,64.04,25.04,72.27,0.8,70.31,6.97,68.5
2023-04-15,Saryarka,35.86,60.28,23.79,14.6,2.53,69.63,4.65,82.0
2023-04-16,Saryarka,17.44,32.19,16.07,33.38,1.21,60.54,6.78,36.5
2023-04-17,Saryarka,26.22,50.93,38.55,32.17,5.63,51.92,1.9,65.9
2023-04-18,Saryarka,24.83,45.22,59.05,48.88,10.6,75.49,8.46,67.7
2023-04-19,Saryarka,29.95,59.56,44.8,40.25,6.26,47.43,7.41,72.9
2023-04-20,Saryarka,25.11,42.48,48.38,21.39,5.52,47.75,8.95,57.8
2023-04-21,Saryarka,24.56,47.23,36.11,38.48,7.53,52.65,8.91,60.7
2023-04-22,Saryarka,24.74,39.45,45.21,27.4,5.73,61.59,7.11,53.7
2023-04-23,Saryarka,25.88,48.82,44.08,75.18,6.71,54.65,5.18,65.3
2023-04-24,Saryarka,21.91,34.03,41.66,32.13,9.94,38.4,4.14,54.7
2023-04-25,Saryarka,20.83,41.0,40.74,20.64,5.6,36.18,11.66,59.2
2023-04-26,Saryarka,14.57,27.28,39.07,57.94,7.5,30.75,10.47,35.8
2023-04-27,Saryarka,31.36,57.01,68.58,70.86,6.76,50.04,2.79,75.4
2023-04-28,Saryarka,22.95,35.33,27.97,43.25,5.58,66.14,4.73,57.0
2023-04-29,Saryarka,18.89,32.19,22.64,43.76,14.65,79.78,5.08,58.0
2023-04-30,Saryarka,25.83,50.44,22.01,37.46,6.27,40.75,2.24,55.3
2023-05-01,Saryarka,25.66,45.71,51.75,52.14,6.47,55.88,1.48,48.5
2023-05-02,Saryarka,22.15,36.86,50.54,29.48,14.77,41.32,6.5,67.9
2023-05-03,Saryarka,17.82,35.26,36.63,36.75,8.9,49.89,9.82,29.3
2023-05-04,Saryarka,22.33,35.84,24.42,28.05,10.17,61.12,4.54,63.9
2023-05-05,Saryarka,26.24,46.28,52.66,38.71,9.85,60.09,11.42,67.8
2023-05-06,Saryarka,19.28,32.49,53.14,58.66,12.7,67.27,9.89,44.4
2023-05-07,Saryarka,24.29,44.37,31.3,58.46,15.3,67.49,10.74,63.1
2023-05-08,Saryarka,19.59,31.03,28.9,75.77,9.92,51.01,6.6,45.4
2023-05-09,Saryarka,26.66,49.27,50.2,60.86,7.58,42.07,8.95,59.2
2023-05-10,Saryarka,33.41,58.37,47.45,53.85,9.48,33.39,3.98,78.0
2023-05-11,Saryarka,18.12,35.25,45.21,79.77,10.75,66.18,8.86,55.9
2023-05-12,Saryarka,21.29,37.79,34.62,76.09,11.61,65.85,6.25,42.4
2023-05-13,Saryarka,25.19,44.9,44.45,30.35,10.0,58.82,5.36,76.3
2023-05-14,Saryarka,31.05,61.34,47.37,20.91,10.97,68.68,4.98,78.9
2023-05-15,Saryarka,17.61,34.92,29.0,69.56,14.19,69.3,8.76,44.6
2023-05-16,Saryarka,25.05,38.3,23.91,36.68,12.47,59.89,1.6,57.7
2023-05-17,Saryarka,25.67,43.52,60.89,65.43,12.08,69.84,10.22,43.1
2023-05-18,Saryarka,22.96,39.65,57.47,24.35,11.41,59.93,6.81,57.5
2023-05-19,Saryarka,18.8,34.95,27.81,81.19,13.79,33.68,11.74,50.0
2023-05-20,Saryarka,8.19,16.3,29.32,53.27,11.9,31.35,7.09,41.8
2023-05-21,Saryarka,19.51,31.5,26.35,30.01,12.96,60.61,10.9,55.2
2023-05-22,Saryarka,20.58,40.4,49.18,34.28,13.11,35.13,9.12,54.9
2023-05-23,Saryarka,27.81,48.81,32.93,77.68,8.93,78.12,5.2,71.6
2023-05-24,Saryarka,23.9,46.09,24.19,55.64,10.75,51.47,2.38,55.8
2023-05-25,Saryarka,17.19,29.02,55.67,66.15,12.82,30.62,4.01,43.4
2023-05-26,Saryarka,15.8,26.1,41.23,69.37,9.46,65.39,8.32,32.5
2023-05-27,Saryarka,19.28,36.71,57.73,68.51,9.33,79.67,2.27,39.7
2023-05-28,Saryarka,22.5,35.79,33.16,51.26,13.93,67.84,9.2,45.4
2023-05-29,Saryarka,17.94,31.2,32.15,36.2,11.39,68.45,8.44,45.2
2023-05-30,Saryarka,13.3,21.76,16.23,64.4,17.15,42.81,7.29,30.4
2023-05-31,Saryarka,25.01,46.0,44.07,71.66,16.54,37.37,11.54,64.2
2023-06-01,Saryarka,18.88,32.08,16.0,80.51,13.91,64.5,3.53,66.4
2023-06-02,Saryarka,29.63,57.06,34.12,49.38,16.54,79.89,4.49,73.8
2023-06-03,Saryarka,17.4,27.29,26.86,66.31,14.22,51.12,4.4,46.2
2023-06-04,Saryarka,25.6,49.31,53.88,43.13,15.78,65.64,9.42,68.1
2023-06-05,Saryarka,26.63,53.24,46.92,72.58,18.76,60.04,7.14,86.7
2023-06-06,Saryarka,19.07,34.19,38.19,55.33,9.8,77.73,3.12,39.0
2023-06-07,Saryarka,15.67,27.69,15.79,55.51,16.83,50.87,8.9,51.9
2023-06-08,Saryarka,20.56,32.02,64.82,80.19,17.91,62.47,4.94,51.8
2023-06-09,Saryarka,10.22,15.68,33.21,40.64,14.1,51.82,8.59,21.1
2023-06-10,Saryarka,19.8,35.19,40.58,70.27,12.95,62.94,6.79,45.5
2023-06-11,Saryarka,14.96,25.25,31.68,24.89,15.09,74.2,8.75,55.4
2023-06-12,Saryarka,21.29,33.78,47.55,55.96,18.72,50.12,6.98,56.4
2023-06-13,Saryarka,13.07,24.11,49.7,40.65,13.5,60.07,9.97,47.4
2023-06-14,Saryarka,19.38,35.46,21.07,21.97,8.46,39.91,6.76,55.4
2023-06-15,Saryarka,29.62,47.35,37.58,58.67,16.5,79.43,4.33,70.8
2023-06-16,Saryarka,15.29,27.28,29.08,68.88,19.45,61.3,6.3,51.2
2023-06-17,Saryarka,18.51,35.05,45.6,57.28,17.78,79.36,10.67,53.5
2023-06-18,Saryarka,16.58,28.59,60.38,68.65,18.53,60.54,6.91,58.0
2023-06-19,Saryarka,17.69,31.51,18.04,42.98,14.59,71.33,7.01,48.5
2023-06-20,Saryarka,13.59,20.53,26.05,65.8,11.86,47.89,10.46,37.7
2023-06-21,Saryarka,10.97,20.39,17.58,34.55,14.49,62.84,7.73,33.5
2023-06-22,Saryarka,19.33,34.54,25.16,46.36,16.25,75.68,9.77,55.1
2023-06-23,Saryarka,11.56,21.32,17.43,77.41,10.5,37.22,8.11,34.0
2023-06-24,Saryarka,18.52,32.7,38.18,25.67,10.03,62.98,10.67,42.6
2023-06-25,Saryarka,16.47,28.01,45.84,42.89,15.01,49.73,5.26,42.1
2023-06-26,Saryarka,22.34,34.04,18.54,51.51,24.81,78.54,6.04,63.2
2023-06-27,Saryarka,17.44,28.57,36.55,39.07,19.73,47.46,11.65,53.5
2023-06-28,Saryarka,19.65,35.79,40.31,34.13,20.27,62.9,5.28,59.3
2023-06-29,Saryarka,19.52,32.35,42.7,43.28,13.58,44.25,10.66,66.2
2023-06-30,Saryarka,17.79,35.16,44.11,52.96,14.36,36.5,1.41,48.0
2023-07-01,Saryarka,20.56,35.76,54.67,78.02,16.6,37.06,4.04,61.3
2023-07-02,Saryarka,16.55,32.38,61.24,41.0,12.84,34.57,2.86,37.3
2023-07-03,Saryarka,16.34,25.16,62.76,48.55,12.54,71.14,7.03,50.3
2023-07-04,Saryarka,10.99,17.14,52.78,58.86,16.19,48.95,11.39,36.4
2023-07-05,Saryarka,16.72,26.88,51.93,74.79,13.62,41.21,3.87,43.0
2023-07-06,Saryarka,15.32,27.09,27.33,43.31,14.2,45.97,12.0,42.1
2023-07-07,Saryarka,17.59,31.56,25.85,68.39,12.02,30.68,11.55,55.0
2023-07-08,Saryarka,22.37,35.86,60.59,48.68,10.94,59.75,8.24,53.4
2023-07-09,Saryarka,6.85,12.84,21.39,86.95,17.52,39.89,4.11,31.8
2023-07-10,Saryarka,13.15,24.42,20.65,26.38,16.86,76.45,10.16,38.6
2023-07-11,Saryarka,13.64,26.46,55.04,69.65,19.08,47.89,3.46,40.5
2023-07-12,Saryarka,19.61,31.77,31.59,48.99,15.63,62.69,8.06,59.1
2023-07-13,Saryarka,13.08,20.36,46.58,51.05,9.48,56.92,9.04,44.3
2023-07-14,Saryarka,15.01,24.12,23.51,69.34,10.92,75.31,11.48,52.6
2023-07-15,Saryarka,13.84,23.43,40.22,51.96,11.84,70.7,4.89,40.7
2023-07-16,Saryarka,17.62,33.21,29.97,70.34,12.88,75.42,6.53,46.4
2023-07-17,Saryarka,10.84,21.68,51.36,30.97,13.3,38.04,1.24,31.2
2023-07-18,Saryarka,18.16,27.45,40.52,65.69,10.75,46.61,6.53,45.4
2023-07-19,Saryarka,10.36,19.93,44.18,58.14,10.39,56.63,9.09,41.2
2023-07-20,Saryarka,21.94,38.54,60.1,63.5,15.09,32.97,8.68,73.9
2023-07-21,Saryarka,13.01,20.6,23.37,37.45,12.48,32.96,4.87,42.6
2023-07-22,Saryarka,9.84,15.19,32.52,26.88,12.22,49.15,2.9,35.4
2023-07-23,Saryarka,15.86,25.91,62.08,48.24,16.79,55.38,10.05,43.8
2023-07-24,Saryarka,16.4,25.05,20.54,21.4,8.51,57.54,4.36,41.9
2023-07-25,Saryarka,22.16,43.43,31.61,40.4,11.07,44.92,3.43,48.4
2023-07-26,Saryarka,9.19,15.81,27.55,77.01,11.63,75.7,4.22,22.3
2023-07-27,Saryarka,14.02,27.68,17.99,44.92,12.33,75.31,11.74,38.6
2023-07-28,Saryarka,21.98,37.01,29.52,70.54,8.24,75.14,1.31,57.3
2023-07-29,Saryarka,19.11,38.19,46.63,49.8,14.51,57.72,5.15,74.2
2023-07-30,Saryarka,5.0,9.72,26.46,66.62,10.8,71.06,9.92,15.4
2023-07-31,Saryarka,13.79,24.64,59.0,83.5,14.23,79.91,11.83,42.0
2023-08-01,Saryarka,16.49,30.85,48.34,47.04,10.84,46.13,10.86,42.0
